county_code,county_name,district_code,district_name,school_code,school_name,gradespan,rating
39,UNION,1320,Elizabeth Public Schools,240,Victor Mravlag School No. 21,PK-08,53.75
39,UNION,1320,Elizabeth Public Schools,250,William F. Halloran School No.22,PK-08,53.0
39,UNION,1320,Elizabeth Public Schools,260,Nicholas Murray Butler Academy School No. 23,PK-08,46.5
39,UNION,1320,Elizabeth Public Schools,280,School No. 25,KG-08,57.25
39,UNION,1320,Elizabeth Public Schools,290,Dr. Orlando Edreira Academy School No. 26,PK-08,47.5
39,UNION,1320,Elizabeth Public Schools,295,Dr. Albert Einstein Academy School No. 29,PK-08,50.25
39,UNION,1320,Elizabeth Public Schools,300,Mabel G. Homes School No. 5,PK-08,54.5
39,UNION,1320,Elizabeth Public Schools,301,iPrep Academy School No 8,KG-08,57.5
39,UNION,1320,Elizabeth Public Schools,302,Jerome Dunn Academy No 9,KG-08,56.25
39,UNION,1320,Elizabeth Public Schools,305,Ronald Reagan Academy School No. 30,PK-08,50.5
39,UNION,1320,Elizabeth Public Schools,310,Dr. Antonia Pantoja School No. 27,PK-08,62.5
39,UNION,1320,Elizabeth Public Schools,315,Juan Pablo Duarte - Jose Julian Marti School No 28,PK-08,49.0
39,UNION,1710,Garwood Boro,050,Lincoln,PK-08,51.25
39,UNION,2190,Hillside Public School District,080,Hurden Looker School,03-04,48.0
39,UNION,2190,Hillside Public School District,085,Walter O. Krumbiegel Middle School,07-08,45.0
39,UNION,2190,Hillside Public School District,110,George Washington School,05-06,43.0
39,UNION,2420,Kenilworth School District,010,David Brearley Middle/High School,07-12,30.75
39,UNION,2420,Kenilworth School District,050,Warren G. Harding Elementary School,PK-06,55.75
39,UNION,2660,Linden Public School District,060,Myles J. McManus MIddle School,06-08,36.25
39,UNION,2660,Linden Public School District,070,Joseph E. Soehl Middle School,06-08,39.0
39,UNION,2660,Linden Public School District,080,Number 1,PK-05,45.75
39,UNION,2660,Linden Public School District,090,Number 2,PK-05,44.75
39,UNION,2660,Linden Public School District,115,Number 4,PK-05,45.0
39,UNION,2660,Linden Public School District,120,Number 5,PK-05,70.5
39,UNION,2660,Linden Public School District,130,Number 6,PK-05,58.75
39,UNION,2660,Linden Public School District,150,Number 8,PK-05,54.0
39,UNION,2660,Linden Public School District,160,Number 9,PK-05,56.0
39,UNION,2660,Linden Public School District,170,Number 10,PK-05,49.0
39,UNION,3470,Mountainside School District,030,Deerfield Elementary School,03-08,64.0
39,UNION,3560,New Providence School District,055,Allen W. Roberts School,PK-06,61.0
39,UNION,3560,New Providence School District,080,New Providence Middle School,07-08,52.5
39,UNION,3560,New Providence School District,090,Salt Brook School,KG-06,60.0
39,UNION,4160,Plainfield Public School District,052,Plainfield Academy For The Arts & Advanced Studies,07-12,54.25
39,UNION,4160,Plainfield Public School District,060,Hubbard Middle School,06-08,40.0
39,UNION,4160,Plainfield Public School District,070,Maxson Middle School,06-08,43.5
39,UNION,4160,Plainfield Public School District,080,Dewitt D. Barlow Elementary School,KG-05,40.25
39,UNION,4160,Plainfield Public School District,100,Cedarbrook Elementary School,KG-08,39.5
39,UNION,4160,Plainfield Public School District,110,Clinton Elementary School,PK-05,42.5
39,UNION,4160,Plainfield Public School District,120,Frederic W. Cook Elementary School,KG-05,31.0
39,UNION,4160,Plainfield Public School District,130,Emerson Elementary School,PK-05,39.75
39,UNION,4160,Plainfield Public School District,140,Evergreen Elementary School,KG-05,48.0
39,UNION,4160,Plainfield Public School District,150,Jefferson Elementary School,PK-05,29.25
39,UNION,4160,Plainfield Public School District,170,Charles H. Stillman Elementary School,KG-05,30.5
39,UNION,4160,Plainfield Public School District,180,Washington Community School,PK-05,47.5
39,UNION,4290,Rahway Public School District,060,Rahway 7th & 8th Grade Academy,PK-08,46.0
39,UNION,4290,Rahway Public School District,080,Franklin Elementary School,PK-06,51.0
39,UNION,4290,Rahway Public School District,090,Grover Cleveland Elementary School,PK-06,52.5
39,UNION,4290,Rahway Public School District,110,Madison Elementary,PK-06,47.0
39,UNION,4290,Rahway Public School District,120,Roosevelt Elementary School,PK-06,42.5
39,UNION,4540,Roselle Public Schools,020,Harrison Elementary School,01-04,49.0
39,UNION,4540,Roselle Public Schools,030,Dr. Charles C. Polk School,01-04,43.5
39,UNION,4540,Roselle Public Schools,040,Leonard V Moore Middle School,05-06,33.5
39,UNION,4540,Roselle Public Schools,050,Washington Elementary School,01-04,55.75
39,UNION,4540,Roselle Public Schools,060,Grace Wilday Junior High School,07-08,50.0
39,UNION,4550,Roselle Park Public School District,060,"Ernest J. Finizio, Jr. - Aldene School",PK-05,49.0
39,UNION,4550,Roselle Park Public School District,080,Robert Gordon Elementary School,PK-05,51.0
39,UNION,4550,Roselle Park Public School District,085,Roselle Park Middle School,06-08,57.0
39,UNION,4550,Roselle Park Public School District,090,Sherman Elementary School,PK-05,59.25
39,UNION,4670,Scotch Plains-Fanwood School District,060,Park Middle School,05-08,53.0
39,UNION,4670,Scotch Plains-Fanwood School District,065,Terrill Middle School,05-08,47.75
39,UNION,4670,Scotch Plains-Fanwood School District,070,School One Elementary,PK-04,63.75
39,UNION,4670,Scotch Plains-Fanwood School District,080,Howard B. Brunner Elementary School,PK-04,49.5
39,UNION,4670,Scotch Plains-Fanwood School District,085,J. Ackerman Coles Elementary School,PK-04,50.5
39,UNION,4670,Scotch Plains-Fanwood School District,090,Evergreen Elementary School,PK-04,56.0
39,UNION,4670,Scotch Plains-Fanwood School District,105,William J. McGinn Elementary School,KG-04,70.5
39,UNION,5000,Springfield Public School District,060,Florence M. Gaudineer Middle School,06-08,43.5
39,UNION,5000,Springfield Public School District,070,James Caldwell Elementary School,03-05,53.5
39,UNION,5000,Springfield Public School District,090,Thelma L. Sandmeier Elementary School,03-05,59.5
39,UNION,5090,Summit Public School District,060,Lawton C. Johnson Summit Middle School,06-08,49.0
39,UNION,5090,Summit Public School District,070,Brayton Elementary School,01-05,59.5
39,UNION,5090,Summit Public School District,080,Franklin Elementary School,01-05,61.0
39,UNION,5090,Summit Public School District,090,Jefferson Elementary School,01-05,56.25
39,UNION,5090,Summit Public School District,100,Lincoln-Hubbard Elementary School,01-05,63.0
39,UNION,5090,Summit Public School District,120,Washington Elementary School,01-05,50.0
39,UNION,5290,Township of Union School District,060,Burnet Middle School,06-08,42.5
39,UNION,5290,Township of Union School District,070,Kawameeh Middle School,06-08,48.5
39,UNION,5290,Township of Union School District,080,Battle Hill Elementary,PK-04,45.0
39,UNION,5290,Township of Union School District,083,Hannah Caldwell Elementary,PK-04,41.0
39,UNION,5290,Township of Union School District,085,Jefferson Elementary,05-05,43.0
39,UNION,5290,Township of Union School District,090,Connecticut Farms Elementary,PK-05,52.25
39,UNION,5290,Township of Union School District,100,Franklin Elementary,PK-04,40.5
39,UNION,5290,Township of Union School District,130,Livingston Elementary,PK-04,60.5
39,UNION,5290,Township of Union School District,140,Washington Elementary,PK-04,55.0
39,UNION,5730,Westfield Public School District,060,Roosevelt Intermediate School,06-08,51.5
39,UNION,5730,Westfield Public School District,070,Thomas Edison Intermediate School,06-08,50.0
39,UNION,5730,Westfield Public School District,100,Franklin Elementary School,01-05,52.25
39,UNION,5730,Westfield Public School District,120,Jefferson Elementary School,01-05,53.0
39,UNION,5730,Westfield Public School District,140,McKinley Elementary School,01-05,55.0
39,UNION,5730,Westfield Public School District,145,Tamaques Elementary School,01-05,56.5
39,UNION,5730,Westfield Public School District,150,Washington Elementary School,01-05,57.0
39,UNION,5730,Westfield Public School District,160,Wilson Elementary School,01-05,55.5
39,UNION,5810,Winfield Township,060,Winfield Township,PK-08,50.25
41,WARREN,0030,Allamuchy Township School District,010,Allamuchy Township School,03-08,55.25
41,WARREN,0070,Alpha Borough School District,010,Alpha Borough School,KG-08,53.75
41,WARREN,0280,Belvidere School District,030,Oxford Street Elementary School,PK-08,33.75
41,WARREN,0400,Blairstown Elementary Township School District,030,Blairstown Elementary School,PK-06,59.5
41,WARREN,1620,Franklin Township School District,050,Franklin Township School,PK-06,54.5
41,WARREN,1670,Frelinghuysen Township School District,050,Frelinghuysen Township Elementary School,PK-06,46.0
41,WARREN,1785,Great Meadows Regional School District,040,Great Meadows Regional Middle School,06-08,43.25
41,WARREN,1785,Great Meadows Regional School District,060,Liberty Elementary School,03-05,42.75
41,WARREN,1840,Greenwich Township School District,040,Greenwich School,PK-05,47.25
41,WARREN,1840,Greenwich Township School District,070,Stewartsville Middle School,06-08,57.0
41,WARREN,1870,Hackettstown Public School District,060,Hackettstown Middle School,05-08,50.0
41,WARREN,1870,Hackettstown Public School District,070,Hatchery Hill Elementary School,PK-04,56.0
41,WARREN,1870,Hackettstown Public School District,090,Willow Grove Elementary School,PK-04,63.5
41,WARREN,2040,Harmony Township School District,030,Harmony Township School,PK-08,53.5
41,WARREN,2250,Hope Township School District,050,Hope Township School,PK-08,65.25
41,WARREN,2470,Knowlton Township School District,040,Knowlton Township Board of Education,PK-06,55.5
41,WARREN,2790,Lopatcong Township School District,050,Lopatcong Elementary School,PK-04,60.5
41,WARREN,2790,Lopatcong Township School District,060,Lopatcong Township Middle School,05-08,47.0
41,WARREN,2970,Mansfield Township Elementary School District,050,Mansfield Township Elementary,PK-06,52.25
41,WARREN,3675,North Warren Regional School District,050,North Warren Regional School,07-12,35.5
41,WARREN,3890,Oxford Township School District,050,Oxford Central School,PK-08,34.0
41,WARREN,4100,Phillipsburg School District,105,Phillipsburg Elementary School,03-05,45.0
41,WARREN,4100,Phillipsburg School District,110,Phillipsburg Middle School,06-08,38.75
41,WARREN,4200,Pohatcong Township School District,040,Pohatcong Township School,PK-08,43.5
41,WARREN,5465,Warren Hills Regional School District,060,Warren Hills Regional Middle School,07-08,32.5
41,WARREN,5480,Washington Borough School District,055,Washington Memorial Elementary School,03-06,51.0
41,WARREN,5530,Washington Township School District,040,Brass Castle School,PK-06,48.5
41,WARREN,5780,White Township Consolidated School District,050,White Township Consolidated School,PK-08,58.5
80,CHARTERS,6013,Bergen Arts and Science Charter School,900,Bergen Arts and Sciences Charter School,KG-12,38.5
80,CHARTERS,6017,Foundation Academy Charter School,932,Foundation Academy Charter School,KG-12,50.5
80,CHARTERS,6018,Central Jersey College Prep Charter School,900,Central Jersey College Prep Charter School,KG-12,60.5
80,CHARTERS,6020,Pride Academy Charter School District,985,Pride Academy Charter School,05-08,46.5
80,CHARTERS,6021,Community Charter School of Paterson,905,Community Charter School of Paterson,KG-08,34.25
80,CHARTERS,6022,Burch Charter School of Excellence,990,Burch Charter School of Excellence,KG-05,47.75
80,CHARTERS,6025,Paul Robeson Charter School for the Humanities,907,Paul Robeson Charter School for the Humanities,04-08,57.0
80,CHARTERS,6028,Vineland Public Charter School,910,Vineland Public Charter School,PK-10,58.0
80,CHARTERS,6029,Newark Educators Community Charter School,911,Newark Educators Community Charter School,PK-04,26.0
80,CHARTERS,6030,The Ethical Community Charter School,912,The Ethical Community Charter School,KG-08,57.75
80,CHARTERS,6032,Academy for Urban Leadership Charter School,901,Academy for Urban Leadership Charter School,07-12,35.0
80,CHARTERS,6036,Hoboken Dual Language Charter School,921,Hoboken Dual Language Charter School,KG-08,48.0
80,CHARTERS,6041,Hatikvah International Academy Charter School,916,Hatikvah International Academy Charter School,KG-08,55.0
80,CHARTERS,6053,Great Oaks Legacy Charter School,917,Great Oaks Legacy Charter School,PK-12,58.5
80,CHARTERS,6058,Roseville Community Charter School,939,Roseville Community Charter School,KG-04,23.0
80,CHARTERS,6060,Atlantic Community Charter School,942,Atlantic Community Charter School,KG-08,33.0
80,CHARTERS,6064,Dr Lena Edwards Academic Charter School,946,Dr Lena Edwards Academic Charter School,KG-08,57.0
80,CHARTERS,6067,The Kingdom Charter School of Leadership,949,The Kingdom Charter School of Leadership,KG-05,26.5
80,CHARTERS,6068,M.E.T.S. Charter School,951,M.E.T.S. Charter School,06-12,46.0
80,CHARTERS,6069,Millville Public Charter School,952,Millville Public Charter School,KG-08,44.5
80,CHARTERS,6076,Benjamin Banneker Preparatory Charter School,961,Benjamin Banneker Preparatory Charter School,KG-08,42.0
80,CHARTERS,6079,John P Holland Charter School,964,John P. Holland Charter School,PK-08,38.75
80,CHARTERS,6080,Passaic Arts and Science Charter School,966,Passaic Arts and Science Charter School,KG-12,46.75
80,CHARTERS,6081,Thomas Edison EnergySmart Charter School,967,Thomas Edison EnergySmart Charter School,KG-10,62.0
80,CHARTERS,6082,BelovED Community Charter School,963,BelovED Community Charter School,KG-08,49.5
80,CHARTERS,6086,Hope Community Charter School,972,Hope Community Charter School,KG-05,48.5
80,CHARTERS,6089,Compass Academy Charter School,976,Compass Academy Charter School,KG-05,54.0
80,CHARTERS,6093,Jersey City Global Charter School,981,Jersey City Global Charter School,KG-07,70.75
80,CHARTERS,6094,Phillip's Academy  Charter School,968,Philip's Academy Charter School,PK-08,56.5
80,CHARTERS,6096,Paterson Arts and Science Charter School,982,Paterson Arts and Science Charter School,KG-10,37.5
80,CHARTERS,6099,Link Community Charter School,986,Link Community Charter School,05-08,54.0
80,CHARTERS,6100,Bridgeton Public Charter School,991,Bridgeton Public Charter School,KG-04,47.25
80,CHARTERS,6101,College Achieve Central Charter School,992,College Achieve Central Charter School,KG-09,37.5
80,CHARTERS,6103,Empowerment Academy Charter School,994,Empowerment Academy Charter School,KG-04,53.75
80,CHARTERS,6104,Principle Academy Charter School,995,Principle Academy Charter School,KG-06,48.0
80,CHARTERS,6105,Hudson Arts and Science Charter School,996,Hudson Arts and Science Charter School,KG-07,40.0
80,CHARTERS,6107,Camden's Promise Charter School,998,Camden's Promise Charter School,PK-12,45.0
80,CHARTERS,6110,Achieve Community Charter School,902,Achieve Community Charter School,KG-05,72.25
80,CHARTERS,6183,Trenton Stem-to-Civics Charter School,914,Trenton Stem-to-Civics Charter School,06-12,45.25
80,CHARTERS,6230,Classical Academy Charter School of Clifton,915,Classical Academy Charter School of Clifton,06-08,54.25
80,CHARTERS,6232,Environment Community Opportunity (ECO) Charter School,920,Environment Community Opportunity (ECO) Charter School,KG-07,55.5
80,CHARTERS,6240,Freedom Prep Charter School,900,Freedom Prep Charter School,KG-12,51.0
80,CHARTERS,6320,Discovery Charter School,920,Discovery Charter School,04-08,44.5
80,CHARTERS,6410,East Orange Community Charter School,920,East Orange Community Charter School,KG-04,41.5
80,CHARTERS,6420,Elysian Charter School,925,Elysian Charter School of Hoboken,KG-08,54.5
80,CHARTERS,6430,Englewood on the Palisades Charter School,930,Englewood on the Palisades Charter School,KG-08,42.75
80,CHARTERS,6635,Greater Brunswick Charter School,930,Greater Brunswick Charter School,KG-08,37.25
80,CHARTERS,6665,Gray Charter School,930,The Gray Charter School,KG-08,60.25
80,CHARTERS,6720,Hoboken Charter School,930,Hoboken Charter School,KG-12,53.75
80,CHARTERS,6740,Hope Academy Charter School,950,Hope Academy Charter School,KG-08,44.25
80,CHARTERS,6810,International Charter School of Trenton,940,International Charter School,KG-04,27.5
80,CHARTERS,6910,Jersey City Community Charter School,940,Jersey City Community Charter School,KG-08,55.0
80,CHARTERS,6915,Jersey City Golden Door Charter School,950,Jersey City Golden Door Charter School,PK-08,54.0
80,CHARTERS,7109,LEAP Academy University Charter School,931,Leap Academy University Charter School,KG-12,43.5
80,CHARTERS,7115,The Learning Community Charter School,960,Learning Community Charter School,PK-08,63.5
80,CHARTERS,7210,Marion P. Thomas Charter School,940,Marion P. Thomas Charter School,PK-12,49.5
80,CHARTERS,7290,New Horizons Community Charter School,957,New Horizons Community Charter School,KG-08,37.0
80,CHARTERS,7320,North Star Academy Charter School,960,North Star Academy Charter School,KG-12,52.5
80,CHARTERS,7325,TEAM Academy Charter School,965,TEAM Academy Charter School,KG-12,43.0
80,CHARTERS,7500,Pace Charter School of Hamilton,900,Pace Charter School of Hamilton,KG-07,49.5
80,CHARTERS,7503,Paterson Charter School for Science and Technology,970,Paterson Charter School for Science/Technology,KG-12,47.0
80,CHARTERS,7540,Princeton Charter School,930,Princeton Charter School,KG-08,64.5
80,CHARTERS,7600,The Queen City Academy Charter School District,960,The Queen City Academy Charter School,KG-08,59.5
80,CHARTERS,7720,Red Bank Charter School,915,Red Bank Charter School,PK-08,61.25
80,CHARTERS,7727,Ridge and Valley Charter School,900,Ridge and Valley Charter School,KG-08,58.5
80,CHARTERS,7730,Robert Treat Academy Charter School,970,Robert Treat Academy Charter School,KG-08,50.75
80,CHARTERS,7735,Maria L. Varisco-Rogers Charter School,975,Maria Varisco Rogers Charter School,KG-08,46.0
80,CHARTERS,7830,Soaraing Heights Charter School,980,Soaring Heights Charter School,KG-08,54.75
80,CHARTERS,7850,Sussex County Technology Charter School,960,Sussex County Technology Charter School,06-08,42.5
80,CHARTERS,7890,Teaneck Community Charter School,920,Teaneck Community Charter school,KG-08,49.0
80,CHARTERS,7891,College Achieve Greater Asbury Park Charter School,904,College Achieve Greater Asbury Park Charter School,KG-07,54.0
80,CHARTERS,7892,College Achieve Paterson Charter School,909,College Achieve Paterson Charter School,KG-07,59.0
80,CHARTERS,7895,Achievers Early College Prep Charter School,920,Achievers Early College Prep Charter School,06-06,32.75
80,CHARTERS,8010,Union County TEAMS Charter School-High School/College LA,980,Union County TEAMS Charter School,KG-12,47.0
80,CHARTERS,8050,Unity Charter School,990,Unity Charter School,KG-08,71.0
80,CHARTERS,8065,University Heights Charter School,980,University Heights Charter School,PK-08,27.5
80,CHARTERS,8140,The Village Charter School,990,The Village Charter School,KG-08,56.5
